Type of Task,Date,Start Time,End Time,Duration (in hours),Year,Month,Month_Name,Day,Day_of_Week,Week_Number,Year_Month,Day_Type,Start_Hour,Start_Minute,Start_Period,Time_Category,End_Hour,Duration_Minutes,Quarter
Academics,2025-09-02,8:26:32 PM,12:00:21 AM,3.56,2025,9,September,2,Tuesday,36,2025-09,Weekday,20,26,PM,Evening,0,213.6,3
Machine Learning,2025-09-03,11:18:01 AM,11:37:05 AM,0.32,2025,9,September,3,Wednesday,36,2025-09,Weekday,11,18,AM,Morning,11,19.2,3
Academics,2025-09-03,10:22:06 PM,11:06:14 PM,0.74,2025,9,September,3,Wednesday,36,2025-09,Weekday,22,22,PM,Night,23,44.4,3
Academics,2025-09-04,5:54:51 AM,6:56:50 AM,1.03,2025,9,September,4,Thursday,36,2025-09,Weekday,5,54,AM,Morning,6,61.800000000000004,3
Academics,2025-09-06,7:15:09 AM,7:49:32 AM,0.57,2025,9,September,6,Saturday,36,2025-09,Weekend,7,15,AM,Morning,7,34.199999999999996,3
Academics,2025-09-06,9:11:24 AM,9:54:48 AM,0.72,2025,9,September,6,Saturday,36,2025-09,Weekend,9,11,AM,Morning,9,43.199999999999996,3
Academics,2025-09-07,5:21:16 PM,7:11:59 PM,1.85,2025,9,September,7,Sunday,36,2025-09,Weekend,17,21,PM,Evening,19,111.0,3
Machine Learning,2025-09-09,12:04:40 PM,12:07:31 PM,0.05,2025,9,September,9,Tuesday,37,2025-09,Weekday,12,4,PM,Afternoon,12,3.0,3
Academics,2025-09-09,3:20:47 PM,4:14:28 PM,0.89,2025,9,September,9,Tuesday,37,2025-09,Weekday,15,20,PM,Afternoon,16,53.4,3
Academics,2025-09-09,4:31:20 PM,6:01:50 PM,1.51,2025,9,September,9,Tuesday,37,2025-09,Weekday,16,31,PM,Afternoon,18,90.6,3
Machine Learning,2025-09-11,3:08:26 PM,4:46:37 PM,1.64,2025,9,September,11,Thursday,37,2025-09,Weekday,15,8,PM,Afternoon,16,98.39999999999999,3
Academics,2025-09-13,2:36:03 PM,3:01:47 PM,0.43,2025,9,September,13,Saturday,37,2025-09,Weekend,14,36,PM,Afternoon,15,25.8,3
Data Analyst,2025-09-20,5:00:25 PM,6:49:13 PM,1.81,2025,9,September,20,Saturday,38,2025-09,Weekend,17,0,PM,Evening,18,108.60000000000001,3
Data Analyst,2025-09-20,7:18:03 PM,7:18:40 PM,0.01,2025,9,September,20,Saturday,38,2025-09,Weekend,19,18,PM,Evening,19,0.6,3
Academics,2025-09-20,7:18:45 PM,10:03:55 PM,2.75,2025,9,September,20,Saturday,38,2025-09,Weekend,19,18,PM,Evening,22,165.0,3
Academics,2025-09-22,9:05:32 AM,11:57:06 AM,2.86,2025,9,September,22,Monday,39,2025-09,Weekday,9,5,AM,Morning,11,171.6,3
Academics,2025-09-22,5:05:59 PM,5:38:24 PM,0.54,2025,9,September,22,Monday,39,2025-09,Weekday,17,5,PM,Evening,17,32.400000000000006,3
Academics,2025-09-22,7:02:24 PM,11:34:50 PM,4.54,2025,9,September,22,Monday,39,2025-09,Weekday,19,2,PM,Evening,23,272.4,3
Artificial Intelligence,2025-09-28,7:26:42 PM,9:43:40 PM,2.28,2025,9,September,28,Sunday,39,2025-09,Weekend,19,26,PM,Evening,21,136.79999999999998,3
Artificial Intelligence,2025-10-04,9:12:04 AM,11:56:35 AM,2.74,2025,10,October,4,Saturday,40,2025-10,Weekend,9,12,AM,Morning,11,164.4,4
Academics,2025-10-04,3:36:41 PM,3:59:50 PM,0.39,2025,10,October,4,Saturday,40,2025-10,Weekend,15,36,PM,Afternoon,15,23.400000000000002,4
Academics,2025-10-04,6:06:42 PM,6:55:37 PM,0.82,2025,10,October,4,Saturday,40,2025-10,Weekend,18,6,PM,Evening,18,49.199999999999996,4
Academics,2025-10-12,2:53:25 PM,4:12:46 PM,1.32,2025,10,October,12,Sunday,41,2025-10,Weekend,14,53,PM,Afternoon,16,79.2,4
Academics,2025-10-12,8:50:43 PM,9:53:45 PM,1.05,2025,10,October,12,Sunday,41,2025-10,Weekend,20,50,PM,Evening,21,63.0,4
Academics,2025-10-13,11:00:15 AM,12:27:49 PM,1.46,2025,10,October,13,Monday,42,2025-10,Weekday,11,0,AM,Morning,12,87.6,4
Academics,2025-10-13,9:09:00 PM,11:13:16 PM,2.07,2025,10,October,13,Monday,42,2025-10,Weekday,21,9,PM,Night,23,124.19999999999999,4
Artificial Intelligence,2025-10-17,11:44:27 AM,12:09:51 PM,0.42,2025,10,October,17,Friday,42,2025-10,Weekday,11,44,AM,Morning,12,25.2,4
Artificial Intelligence,2025-10-17,12:51:55 PM,2:46:03 PM,1.9,2025,10,October,17,Friday,42,2025-10,Weekday,12,51,PM,Afternoon,14,114.0,4
Academics,2025-10-17,11:11:35 PM,10:11:40 AM,11.0,2025,10,October,17,Friday,42,2025-10,Weekday,23,11,PM,Night,10,660.0,4
Academics,2025-10-18,10:41:14 AM,12:06:56 PM,1.43,2025,10,October,18,Saturday,42,2025-10,Weekend,10,41,AM,Morning,12,85.8,4
Academics,2025-10-18,1:11:14 PM,1:37:53 PM,0.44,2025,10,October,18,Saturday,42,2025-10,Weekend,13,11,PM,Afternoon,13,26.4,4
Academics,2025-10-18,1:54:05 PM,2:48:23 PM,0.91,2025,10,October,18,Saturday,42,2025-10,Weekend,13,54,PM,Afternoon,14,54.6,4
Academics,2025-10-18,7:11:21 PM,7:23:30 PM,0.2,2025,10,October,18,Saturday,42,2025-10,Weekend,19,11,PM,Evening,19,12.0,4
Academics,2025-10-19,6:58:09 AM,8:06:08 AM,1.13,2025,10,October,19,Sunday,42,2025-10,Weekend,6,58,AM,Morning,8,67.8,4
Academics,2025-10-19,10:23:04 AM,11:15:39 AM,0.88,2025,10,October,19,Sunday,42,2025-10,Weekend,10,23,AM,Morning,11,52.8,4
Academics,2025-10-19,11:15:45 AM,11:45:55 AM,0.5,2025,10,October,19,Sunday,42,2025-10,Weekend,11,15,AM,Morning,11,30.0,4
Academics,2025-10-19,5:47:26 PM,6:38:06 PM,0.84,2025,10,October,19,Sunday,42,2025-10,Weekend,17,47,PM,Evening,18,50.4,4
Academics,2025-10-19,7:40:47 PM,7:59:48 PM,0.32,2025,10,October,19,Sunday,42,2025-10,Weekend,19,40,PM,Evening,19,19.2,4
Artificial Intelligence,2025-10-24,7:08:06 AM,8:13:42 AM,1.09,2025,10,October,24,Friday,43,2025-10,Weekday,7,8,AM,Morning,8,65.4,4
Academics,2025-10-24,2:26:48 PM,3:20:41 PM,0.9,2025,10,October,24,Friday,43,2025-10,Weekday,14,26,PM,Afternoon,15,54.0,4
Academics,2025-10-28,6:18:27 PM,6:54:39 PM,0.6,2025,10,October,28,Tuesday,44,2025-10,Weekday,18,18,PM,Evening,18,36.0,4
Academics,2025-10-28,7:42:50 PM,10:51:28 PM,3.14,2025,10,October,28,Tuesday,44,2025-10,Weekday,19,42,PM,Evening,22,188.4,4
Academics,2025-10-29,5:52:09 AM,6:49:15 AM,0.95,2025,10,October,29,Wednesday,44,2025-10,Weekday,5,52,AM,Morning,6,57.0,4
Academics,2025-10-29,12:27:32 PM,2:09:11 PM,1.69,2025,10,October,29,Wednesday,44,2025-10,Weekday,12,27,PM,Afternoon,14,101.39999999999999,4
Academics,2025-10-30,2:03:54 PM,2:38:47 PM,0.58,2025,10,October,30,Thursday,44,2025-10,Weekday,14,3,PM,Afternoon,14,34.8,4
Academics,2025-10-30,3:04:19 PM,3:13:09 PM,0.15,2025,10,October,30,Thursday,44,2025-10,Weekday,15,4,PM,Afternoon,15,9.0,4
Academics,2025-11-03,11:23:22 AM,12:08:33 PM,0.75,2025,11,November,3,Monday,45,2025-11,Weekday,11,23,AM,Morning,12,45.0,4
Academics,2025-11-03,12:45:03 PM,1:14:23 PM,0.49,2025,11,November,3,Monday,45,2025-11,Weekday,12,45,PM,Afternoon,13,29.4,4
Academics,2025-11-03,10:57:20 PM,11:15:17 PM,0.3,2025,11,November,3,Monday,45,2025-11,Weekday,22,57,PM,Night,23,18.0,4
Academics,2025-11-04,7:42:37 AM,9:54:56 AM,2.21,2025,11,November,4,Tuesday,45,2025-11,Weekday,7,42,AM,Morning,9,132.6,4
Academics,2025-11-05,2:39:43 PM,3:08:33 PM,0.48,2025,11,November,5,Wednesday,45,2025-11,Weekday,14,39,PM,Afternoon,15,28.799999999999997,4
Academics,2025-11-05,5:28:05 PM,5:37:10 PM,0.15,2025,11,November,5,Wednesday,45,2025-11,Weekday,17,28,PM,Evening,17,9.0,4
Academics,2025-11-05,6:12:17 PM,6:49:17 PM,0.62,2025,11,November,5,Wednesday,45,2025-11,Weekday,18,12,PM,Evening,18,37.2,4
Academics,2025-11-05,10:08:18 PM,11:52:51 PM,1.74,2025,11,November,5,Wednesday,45,2025-11,Weekday,22,8,PM,Night,23,104.4,4
Data Analyst,2025-11-09,12:28:24 PM,2:07:04 PM,1.64,2025,11,November,9,Sunday,45,2025-11,Weekend,12,28,PM,Afternoon,14,98.39999999999999,4
Academics,2025-11-15,6:42:49 PM,7:02:42 PM,0.33,2025,11,November,15,Saturday,46,2025-11,Weekend,18,42,PM,Evening,19,19.8,4
Academics,2025-11-15,8:28:50 PM,10:38:26 PM,2.16,2025,11,November,15,Saturday,46,2025-11,Weekend,20,28,PM,Evening,22,129.60000000000002,4
Academics,2025-11-15,11:07:16 PM,12:02:15 AM,0.92,2025,11,November,15,Saturday,46,2025-11,Weekend,23,7,PM,Night,0,55.2,4
Academics,2025-11-16,1:09:51 PM,1:49:16 PM,0.66,2025,11,November,16,Sunday,46,2025-11,Weekend,13,9,PM,Afternoon,13,39.6,4
Academics,2025-11-16,6:33:43 PM,7:25:39 PM,0.87,2025,11,November,16,Sunday,46,2025-11,Weekend,18,33,PM,Evening,19,52.2,4
Academics,2025-11-16,8:35:00 PM,11:28:50 PM,2.9,2025,11,November,16,Sunday,46,2025-11,Weekend,20,35,PM,Evening,23,174.0,4
Academics,2025-11-17,2:04:44 PM,3:34:50 PM,1.5,2025,11,November,17,Monday,47,2025-11,Weekday,14,4,PM,Afternoon,15,90.0,4
Academics,2025-11-17,3:45:46 PM,5:05:25 PM,1.33,2025,11,November,17,Monday,47,2025-11,Weekday,15,45,PM,Afternoon,17,79.80000000000001,4
Artificial Intelligence,2025-11-17,6:35:57 PM,6:59:29 PM,0.39,2025,11,November,17,Monday,47,2025-11,Weekday,18,35,PM,Evening,18,23.400000000000002,4
Data Analyst,2025-11-17,6:59:32 PM,7:03:52 PM,0.07,2025,11,November,17,Monday,47,2025-11,Weekday,18,59,PM,Evening,19,4.2,4
Researching,2025-11-17,7:32:23 PM,9:19:23 PM,1.78,2025,11,November,17,Monday,47,2025-11,Weekday,19,32,PM,Evening,21,106.8,4
Researching,2025-11-17,11:28:41 PM,11:43:55 PM,0.25,2025,11,November,17,Monday,47,2025-11,Weekday,23,28,PM,Night,23,15.0,4
Researching,2025-11-17,11:51:14 PM,12:11:28 AM,0.34,2025,11,November,17,Monday,47,2025-11,Weekday,23,51,PM,Night,0,20.400000000000002,4
Researching,2025-11-18,12:11:33 AM,12:28:37 AM,0.28,2025,11,November,18,Tuesday,47,2025-11,Weekday,0,11,AM,Night,0,16.8,4
Researching,2025-11-18,6:18:10 AM,6:49:09 AM,0.52,2025,11,November,18,Tuesday,47,2025-11,Weekday,6,18,AM,Morning,6,31.200000000000003,4
Researching,2025-11-18,7:11:41 AM,7:52:14 AM,0.68,2025,11,November,18,Tuesday,47,2025-11,Weekday,7,11,AM,Morning,7,40.800000000000004,4
Researching,2025-11-18,7:36:03 PM,8:10:44 PM,0.58,2025,11,November,18,Tuesday,47,2025-11,Weekday,19,36,PM,Evening,20,34.8,4
Researching,2025-11-18,8:43:47 PM,8:48:14 PM,0.07,2025,11,November,18,Tuesday,47,2025-11,Weekday,20,43,PM,Evening,20,4.2,4
Researching,2025-11-18,10:14:05 PM,12:33:24 AM,2.32,2025,11,November,18,Tuesday,47,2025-11,Weekday,22,14,PM,Night,0,139.2,4
Researching,2025-11-19,2:32:06 PM,6:37:17 PM,4.09,2025,11,November,19,Wednesday,47,2025-11,Weekday,14,32,PM,Afternoon,18,245.39999999999998,4
Data Analyst,2025-11-24,10:01:35 AM,10:26:49 AM,0.42,2025,11,November,24,Monday,48,2025-11,Weekday,10,1,AM,Morning,10,25.2,4
Academics,2025-11-25,10:41:23 AM,10:58:38 AM,0.29,2025,11,November,25,Tuesday,48,2025-11,Weekday,10,41,AM,Morning,10,17.4,4
Academics,2025-11-25,11:12:02 AM,12:09:48 PM,0.96,2025,11,November,25,Tuesday,48,2025-11,Weekday,11,12,AM,Morning,12,57.599999999999994,4
Academics,2025-11-25,12:29:06 PM,1:03:22 PM,0.57,2025,11,November,25,Tuesday,48,2025-11,Weekday,12,29,PM,Afternoon,13,34.199999999999996,4
Academics,2025-11-25,1:04:01 PM,3:21:09 PM,2.29,2025,11,November,25,Tuesday,48,2025-11,Weekday,13,4,PM,Afternoon,15,137.4,4
Academics,2025-11-28,10:44:02 AM,11:52:29 AM,1.14,2025,11,November,28,Friday,48,2025-11,Weekday,10,44,AM,Morning,11,68.39999999999999,4
Researching,2025-11-28,11:52:36 AM,12:02:34 PM,0.17,2025,11,November,28,Friday,48,2025-11,Weekday,11,52,AM,Morning,12,10.200000000000001,4
Researching,2025-11-28,1:05:11 PM,5:37:08 PM,4.53,2025,11,November,28,Friday,48,2025-11,Weekday,13,5,PM,Afternoon,17,271.8,4
Academics,2025-11-28,9:40:37 PM,10:11:20 PM,0.51,2025,11,November,28,Friday,48,2025-11,Weekday,21,40,PM,Night,22,30.6,4
Academics,2025-11-28,10:31:49 PM,12:34:26 AM,2.04,2025,11,November,28,Friday,48,2025-11,Weekday,22,31,PM,Night,0,122.4,4
Academics,2025-11-29,1:03:04 AM,1:41:25 AM,0.64,2025,11,November,29,Saturday,48,2025-11,Weekend,1,3,AM,Night,1,38.4,4
Academics,2025-11-30,2:11:22 PM,4:31:58 PM,2.34,2025,11,November,30,Sunday,48,2025-11,Weekend,14,11,PM,Afternoon,16,140.39999999999998,4
Academics,2025-11-30,4:53:37 PM,5:26:59 PM,0.56,2025,11,November,30,Sunday,48,2025-11,Weekend,16,53,PM,Afternoon,17,33.6,4
Academics,2025-12-02,5:47:26 PM,6:25:20 PM,0.63,2025,12,December,2,Tuesday,49,2025-12,Weekday,17,47,PM,Evening,18,37.8,4
Academics,2025-12-03,12:57:22 AM,2:08:24 AM,1.18,2025,12,December,3,Wednesday,49,2025-12,Weekday,0,57,AM,Night,2,70.8,4
Academics,2025-12-03,2:44:10 AM,3:51:59 AM,1.13,2025,12,December,3,Wednesday,49,2025-12,Weekday,2,44,AM,Night,3,67.8,4
Academics,2025-12-03,4:43:00 AM,6:07:20 AM,1.41,2025,12,December,3,Wednesday,49,2025-12,Weekday,4,43,AM,Night,6,84.6,4
Academics,2025-12-05,10:15:41 PM,12:00:21 AM,1.74,2025,12,December,5,Friday,49,2025-12,Weekday,22,15,PM,Night,0,104.4,4
Researching,2025-12-06,9:38:33 PM,9:41:15 PM,0.04,2025,12,December,6,Saturday,49,2025-12,Weekend,21,38,PM,Night,21,2.4,4
Researching,2025-12-06,9:42:20 PM,10:19:51 PM,0.63,2025,12,December,6,Saturday,49,2025-12,Weekend,21,42,PM,Night,22,37.8,4
Academics,2025-12-07,3:12:12 PM,6:07:36 PM,2.92,2025,12,December,7,Sunday,49,2025-12,Weekend,15,12,PM,Afternoon,18,175.2,4
Academics,2025-12-07,8:25:14 PM,9:48:13 PM,1.38,2025,12,December,7,Sunday,49,2025-12,Weekend,20,25,PM,Evening,21,82.8,4
Academics,2025-12-07,10:50:55 PM,11:28:58 PM,0.63,2025,12,December,7,Sunday,49,2025-12,Weekend,22,50,PM,Night,23,37.8,4
Academics,2025-12-10,2:01:55 AM,5:17:24 AM,3.26,2025,12,December,10,Wednesday,50,2025-12,Weekday,2,1,AM,Night,5,195.6,4
Academics,2025-12-10,5:27:57 AM,5:44:09 AM,0.27,2025,12,December,10,Wednesday,50,2025-12,Weekday,5,27,AM,Morning,5,16.200000000000003,4
Academics,2025-12-10,3:46:30 PM,5:32:29 PM,1.77,2025,12,December,10,Wednesday,50,2025-12,Weekday,15,46,PM,Afternoon,17,106.2,4
Academics,2025-12-10,8:22:23 PM,12:23:49 AM,4.02,2025,12,December,10,Wednesday,50,2025-12,Weekday,20,22,PM,Evening,0,241.2,4
Academics,2025-12-11,12:57:09 AM,3:10:34 AM,2.22,2025,12,December,11,Thursday,50,2025-12,Weekday,0,57,AM,Night,3,133.20000000000002,4
Academics,2025-12-12,8:40:59 AM,9:49:06 AM,1.14,2025,12,December,12,Friday,50,2025-12,Weekday,8,40,AM,Morning,9,68.39999999999999,4
Academics,2025-12-13,12:53:43 AM,2:04:30 AM,1.18,2025,12,December,13,Saturday,50,2025-12,Weekend,0,53,AM,Night,2,70.8,4
Academics,2025-12-13,2:25:03 AM,3:25:44 AM,1.01,2025,12,December,13,Saturday,50,2025-12,Weekend,2,25,AM,Night,3,60.6,4
Academics,2025-12-13,4:20:31 AM,5:59:41 AM,1.65,2025,12,December,13,Saturday,50,2025-12,Weekend,4,20,AM,Night,5,99.0,4
Academics,2025-12-14,3:45:17 AM,5:06:59 AM,1.36,2025,12,December,14,Sunday,50,2025-12,Weekend,3,45,AM,Night,5,81.60000000000001,4
Academics,2025-12-14,9:29:35 PM,10:02:03 PM,0.54,2025,12,December,14,Sunday,50,2025-12,Weekend,21,29,PM,Night,22,32.400000000000006,4
Academics,2025-12-14,10:29:57 PM,11:15:12 PM,0.75,2025,12,December,14,Sunday,50,2025-12,Weekend,22,29,PM,Night,23,45.0,4
Academics,2025-12-15,9:08:50 AM,11:02:10 AM,1.89,2025,12,December,15,Monday,51,2025-12,Weekday,9,8,AM,Morning,11,113.39999999999999,4
Academics,2025-12-15,9:42:29 PM,11:13:46 PM,1.52,2025,12,December,15,Monday,51,2025-12,Weekday,21,42,PM,Night,23,91.2,4
Academics,2025-12-16,12:35:02 AM,1:41:01 AM,1.1,2025,12,December,16,Tuesday,51,2025-12,Weekday,0,35,AM,Night,1,66.0,4
Academics,2025-12-16,2:02:12 AM,3:46:58 AM,1.75,2025,12,December,16,Tuesday,51,2025-12,Weekday,2,2,AM,Night,3,105.0,4
Academics,2025-12-16,4:47:11 AM,5:27:20 AM,0.67,2025,12,December,16,Tuesday,51,2025-12,Weekday,4,47,AM,Night,5,40.2,4
Data Analyst,2025-12-16,11:28:29 PM,12:35:34 AM,1.12,2025,12,December,16,Tuesday,51,2025-12,Weekday,23,28,PM,Night,0,67.2,4
Data Analyst,2025-12-17,3:40:00 AM,7:35:57 AM,3.93,2025,12,December,17,Wednesday,51,2025-12,Weekday,3,40,AM,Night,7,235.8,4
Data Analyst,2025-12-17,10:03:33 AM,12:17:24 PM,2.23,2025,12,December,17,Wednesday,51,2025-12,Weekday,10,3,AM,Morning,12,133.8,4
Data Analyst,2025-12-18,6:30:44 AM,9:24:15 AM,2.89,2025,12,December,18,Thursday,51,2025-12,Weekday,6,30,AM,Morning,9,173.4,4
Data Analyst,2025-12-18,9:49:17 AM,10:26:04 AM,0.61,2025,12,December,18,Thursday,51,2025-12,Weekday,9,49,AM,Morning,10,36.6,4
Data Analyst,2025-12-18,10:26:29 AM,10:44:47 AM,0.3,2025,12,December,18,Thursday,51,2025-12,Weekday,10,26,AM,Morning,10,18.0,4
Data Analyst,2025-12-18,10:54:32 AM,11:28:38 AM,0.57,2025,12,December,18,Thursday,51,2025-12,Weekday,10,54,AM,Morning,11,34.199999999999996,4
Data Analyst,2025-12-19,3:59:21 AM,4:36:25 AM,0.62,2025,12,December,19,Friday,51,2025-12,Weekday,3,59,AM,Night,4,37.2,4
Artificial Intelligence,2025-12-19,4:36:25 AM,5:02:10 AM,0.43,2025,12,December,19,Friday,51,2025-12,Weekday,4,36,AM,Night,5,25.8,4
Data Analyst,2025-12-19,5:53:57 AM,7:39:27 AM,1.76,2025,12,December,19,Friday,51,2025-12,Weekday,5,53,AM,Morning,7,105.6,4
Data Analyst,2025-12-19,8:36:50 AM,8:57:10 AM,0.34,2025,12,December,19,Friday,51,2025-12,Weekday,8,36,AM,Morning,8,20.400000000000002,4
Data Analyst,2025-12-19,11:33:18 AM,12:46:59 PM,1.23,2025,12,December,19,Friday,51,2025-12,Weekday,11,33,AM,Morning,12,73.8,4
Data Analyst,2025-12-20,2:30:54 AM,4:33:45 AM,2.05,2025,12,December,20,Saturday,51,2025-12,Weekend,2,30,AM,Night,4,122.99999999999999,4
Data Analyst,2025-12-20,7:47:13 AM,8:25:18 AM,0.63,2025,12,December,20,Saturday,51,2025-12,Weekend,7,47,AM,Morning,8,37.8,4
Data Analyst,2025-12-20,10:27:40 AM,12:06:51 PM,1.65,2025,12,December,20,Saturday,51,2025-12,Weekend,10,27,AM,Morning,12,99.0,4
Data Analyst,2025-12-20,12:20:00 PM,1:11:01 PM,0.85,2025,12,December,20,Saturday,51,2025-12,Weekend,12,20,PM,Afternoon,13,51.0,4
Data Analyst,2025-12-20,1:59:17 PM,4:05:03 PM,2.1,2025,12,December,20,Saturday,51,2025-12,Weekend,13,59,PM,Afternoon,16,126.0,4
Data Analyst,2025-12-21,2:00:33 AM,3:36:21 AM,1.6,2025,12,December,21,Sunday,51,2025-12,Weekend,2,0,AM,Night,3,96.0,4
Data Analyst,2025-12-21,10:56:55 AM,11:48:44 AM,0.86,2025,12,December,21,Sunday,51,2025-12,Weekend,10,56,AM,Morning,11,51.6,4
Data Analyst,2025-12-21,12:05:15 PM,12:12:43 PM,0.12,2025,12,December,21,Sunday,51,2025-12,Weekend,12,5,PM,Afternoon,12,7.199999999999999,4
Data Analyst,2025-12-21,12:44:56 PM,3:54:19 PM,3.16,2025,12,December,21,Sunday,51,2025-12,Weekend,12,44,PM,Afternoon,15,189.60000000000002,4
Data Analyst,2025-12-22,5:42:37 AM,7:07:55 AM,1.42,2025,12,December,22,Monday,52,2025-12,Weekday,5,42,AM,Morning,7,85.19999999999999,4
Data Analyst,2025-12-22,7:24:53 AM,9:40:42 AM,2.26,2025,12,December,22,Monday,52,2025-12,Weekday,7,24,AM,Morning,9,135.6,4
Data Analyst,2025-12-22,1:08:55 PM,2:36:51 PM,1.47,2025,12,December,22,Monday,52,2025-12,Weekday,13,8,PM,Afternoon,14,88.2,4
Data Analyst,2025-12-23,3:18:31 AM,3:33:53 AM,0.26,2025,12,December,23,Tuesday,52,2025-12,Weekday,3,18,AM,Night,3,15.600000000000001,4
Software Developer,2025-12-23,5:40:57 AM,7:28:31 AM,1.79,2025,12,December,23,Tuesday,52,2025-12,Weekday,5,40,AM,Morning,7,107.4,4
Machine Learning Engineer,2025-12-23,8:03:43 AM,8:51:49 AM,0.8,2025,12,December,23,Tuesday,52,2025-12,Weekday,8,3,AM,Morning,8,48.0,4
Software Developer,2025-12-23,8:51:55 AM,10:41:08 AM,1.82,2025,12,December,23,Tuesday,52,2025-12,Weekday,8,51,AM,Morning,10,109.2,4
Software Developer,2025-12-23,10:41:46 AM,1:15:33 PM,2.56,2025,12,December,23,Tuesday,52,2025-12,Weekday,10,41,AM,Morning,13,153.6,4
Machine Learning Engineer,2025-12-23,3:16:53 PM,3:28:20 PM,0.19,2025,12,December,23,Tuesday,52,2025-12,Weekday,15,16,PM,Afternoon,15,11.4,4
Data Analyst,2025-12-23,3:28:20 PM,4:24:56 PM,0.94,2025,12,December,23,Tuesday,52,2025-12,Weekday,15,28,PM,Afternoon,16,56.4,4
Data Analyst,2025-12-23,10:12:13 PM,10:54:06 PM,0.7,2025,12,December,23,Tuesday,52,2025-12,Weekday,22,12,PM,Night,22,42.0,4
Data Analyst,2025-12-23,11:28:46 PM,12:41:47 AM,1.22,2025,12,December,23,Tuesday,52,2025-12,Weekday,23,28,PM,Night,0,73.2,4
Writer,2025-12-24,12:42:48 AM,1:23:20 AM,0.68,2025,12,December,24,Wednesday,52,2025-12,Weekday,0,42,AM,Night,1,40.800000000000004,4
Writer,2025-12-24,5:43:21 AM,7:07:00 AM,1.39,2025,12,December,24,Wednesday,52,2025-12,Weekday,5,43,AM,Morning,7,83.39999999999999,4
Writer,2025-12-24,7:51:57 AM,10:11:13 AM,2.32,2025,12,December,24,Wednesday,52,2025-12,Weekday,7,51,AM,Morning,10,139.2,4
Writer,2025-12-25,8:09:04 AM,9:18:04 AM,1.15,2025,12,December,25,Thursday,52,2025-12,Weekday,8,9,AM,Morning,9,69.0,4
Writer,2025-12-25,11:32:35 AM,11:45:59 AM,0.22,2025,12,December,25,Thursday,52,2025-12,Weekday,11,32,AM,Morning,11,13.2,4
Writer,2025-12-26,4:21:29 AM,5:11:52 AM,0.84,2025,12,December,26,Friday,52,2025-12,Weekday,4,21,AM,Night,5,50.4,4
Writer,2025-12-27,6:47:00 AM,6:53:25 AM,0.11,2025,12,December,27,Saturday,52,2025-12,Weekend,6,47,AM,Morning,6,6.6,4
Writer,2025-12-27,7:03:27 AM,7:21:14 AM,0.3,2025,12,December,27,Saturday,52,2025-12,Weekend,7,3,AM,Morning,7,18.0,4
Writer,2025-12-28,5:58:19 AM,8:06:46 AM,2.14,2025,12,December,28,Sunday,52,2025-12,Weekend,5,58,AM,Morning,8,128.4,4
Writer,2025-12-28,8:24:42 AM,9:36:37 AM,1.2,2025,12,December,28,Sunday,52,2025-12,Weekend,8,24,AM,Morning,9,72.0,4
Machine Learning,2025-12-28,9:57:23 AM,10:07:22 AM,0.17,2025,12,December,28,Sunday,52,2025-12,Weekend,9,57,AM,Morning,10,10.200000000000001,4
Machine Learning,2025-12-28,10:12:26 AM,10:18:50 AM,0.11,2025,12,December,28,Sunday,52,2025-12,Weekend,10,12,AM,Morning,10,6.6,4
Data Analyst,2025-12-28,10:25:00 AM,11:06:17 AM,0.69,2025,12,December,28,Sunday,52,2025-12,Weekend,10,25,AM,Morning,11,41.4,4
Data Analyst,2025-12-29,1:48:06 PM,1:56:51 PM,0.15,2025,12,December,29,Monday,1,2025-12,Weekday,13,48,PM,Afternoon,13,9.0,4
Data Analyst,2025-12-29,2:22:16 PM,5:15:53 PM,2.89,2025,12,December,29,Monday,1,2025-12,Weekday,14,22,PM,Afternoon,17,173.4,4
Data Analyst,2025-12-29,6:28:48 PM,6:40:48 PM,0.2,2025,12,December,29,Monday,1,2025-12,Weekday,18,28,PM,Evening,18,12.0,4
Data Analyst,2026-01-02,3:28:04 pm,5:56:56 pm,2.48,2026,1,January,2,Friday,1,2026-01,Weekday,15,28,PM,Afternoon,17,148.8,1
Data Analyst,2026-01-02,7:40:24 pm,9:04:33 pm,1.4,2026,1,January,2,Friday,1,2026-01,Weekday,19,40,PM,Evening,21,84.0,1
Data Analyst,2026-01-03,9:58:59 am,12:01:41 pm,2.04,2026,1,January,3,Saturday,1,2026-01,Weekend,9,58,AM,Morning,12,122.4,1
Data Analyst,2026-01-03,12:32:46 pm,2:15:37 pm,1.71,2026,1,January,3,Saturday,1,2026-01,Weekend,12,32,PM,Afternoon,14,102.6,1
Data Analyst,2026-01-03,6:22:03 pm,7:46:44 pm,1.41,2026,1,January,3,Saturday,1,2026-01,Weekend,18,22,PM,Evening,19,84.6,1
Data Analyst,2026-01-04,8:55:43 am,10:07:16 am,1.19,2026,1,January,4,Sunday,1,2026-01,Weekend,8,55,AM,Morning,10,71.39999999999999,1
Data Analyst,2026-01-04,11:17:36 am,12:02:19 pm,0.75,2026,1,January,4,Sunday,1,2026-01,Weekend,11,17,AM,Morning,12,45.0,1
Data Analyst,2026-01-05,7:59:38 pm,9:40:28 pm,1.68,2026,1,January,5,Monday,2,2026-01,Weekday,19,59,PM,Evening,21,100.8,1
